ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,1,0,342,0,2023-11-08T02:25:01,0
1,0,0,0,0,0,0,2023-11-08T02:25:02,0
1,0,0,0,0,0,0,2023-11-08T02:25:03,0
1,0,0,0,0,0,0,2023-11-08T02:25:04,0
1,0,0,0,0,0,0,2023-11-08T02:25:05,0
1,0,0,0,0,0,0,2023-11-08T02:25:06,0
1,0,0,0,0,0,0,2023-11-08T02:25:07,0
1,0,0,0,0,0,0,2023-11-08T02:25:08,0
1,0,0,0,0,0,0,2023-11-08T02:25:09,0
1,0,0,1,0,342,0,2023-11-08T02:25:10,0
1,0,0,1,0,335,0,2023-11-08T02:25:11,0
1,0,0,0,0,0,0,2023-11-08T02:25:12,0
1,0,0,0,0,0,0,2023-11-08T02:25:13,0
1,0,0,0,0,0,0,2023-11-08T02:25:14,0
1,0,0,0,0,0,0,2023-11-08T02:25:15,0
1,0,0,0,0,0,0,2023-11-08T02:25:16,0
1,0,0,0,0,0,0,2023-11-08T02:25:17,0
1,0,0,0,0,0,0,2023-11-08T02:25:18,0
1,0,0,0,0,0,0,2023-11-08T02:25:19,0
1,0,0,0,0,0,0,2023-11-08T02:25:20,0
1,0,0,0,0,0,0,2023-11-08T02:25:21,0
1,0,0,0,0,0,0,2023-11-08T02:25:22,0
1,0,0,0,0,0,0,2023-11-08T02:25:23,0
1,0,0,0,0,0,0,2023-11-08T02:25:24,0
1,0,0,1,0,342,0,2023-11-08T02:25:25,0
1,0,0,0,0,0,0,2023-11-08T02:25:26,0
1,0,0,0,0,0,0,2023-11-08T02:25:27,0
1,0,0,0,0,0,0,2023-11-08T02:25:28,0
