ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,21,0,2124,0,2023-11-07T05:53:01,0
1,0,0,0,0,0,0,2023-11-07T05:53:02,0
1,0,0,0,0,0,0,2023-11-07T05:53:03,0
1,0,0,0,0,0,0,2023-11-07T05:53:04,0
1,0,0,0,0,0,0,2023-11-07T05:53:05,0
1,0,0,0,0,0,0,2023-11-07T05:53:06,0
1,0,0,0,0,0,0,2023-11-07T05:53:07,0
1,0,0,2,0,1881,0,2023-11-07T05:53:08,0
1,0,0,0,0,0,0,2023-11-07T05:53:09,0
1,0,0,0,0,0,0,2023-11-07T05:53:10,0
1,0,0,0,0,0,0,2023-11-07T05:53:11,0
1,0,0,0,0,0,0,2023-11-07T05:53:12,0
1,0,0,1,0,335,0,2023-11-07T05:53:13,0
1,0,0,0,0,0,0,2023-11-07T05:53:14,0
1,0,0,0,0,0,0,2023-11-07T05:53:15,0
1,0,0,0,0,0,0,2023-11-07T05:53:16,0
1,0,0,0,0,0,0,2023-11-07T05:53:17,0
1,0,0,2,0,1386,0,2023-11-07T05:53:18,0
1,0,0,0,0,0,0,2023-11-07T05:53:19,0
1,0,0,0,0,0,0,2023-11-07T05:53:20,0
1,0,0,0,0,0,0,2023-11-07T05:53:21,0
1,0,0,0,0,0,0,2023-11-07T05:53:22,0
1,0,0,0,0,0,0,2023-11-07T05:53:23,0
1,0,0,0,0,0,0,2023-11-07T05:53:24,0
1,0,0,0,0,0,0,2023-11-07T05:53:25,0
1,0,0,0,0,0,0,2023-11-07T05:53:26,0
1,0,0,0,0,0,0,2023-11-07T05:53:27,0
1,0,0,1,0,796,0,2023-11-07T05:53:28,0
1,0,0,0,0,0,0,2023-11-07T05:53:29,0
1,0,0,0,0,0,0,2023-11-07T05:53:30,0
1,0,0,0,0,0,0,2023-11-07T05:53:31,0
1,0,0,0,0,0,0,2023-11-07T05:53:32,0
1,0,0,0,0,0,0,2023-11-07T05:53:33,0
1,0,0,0,0,0,0,2023-11-07T05:53:34,0
1,0,0,0,0,0,0,2023-11-07T05:53:35,0
1,0,0,0,0,0,0,2023-11-07T05:53:36,0
1,0,0,0,0,0,0,2023-11-07T05:53:37,0
1,0,0,1,0,796,0,2023-11-07T05:53:38,0
1,0,0,0,0,0,0,2023-11-07T05:53:39,0
1,0,0,0,0,0,0,2023-11-07T05:53:40,0
1,0,0,0,0,0,0,2023-11-07T05:53:41,0
1,0,0,0,0,0,0,2023-11-07T05:53:42,0
1,0,0,0,0,0,0,2023-11-07T05:53:43,0
1,0,0,0,0,0,0,2023-11-07T05:53:44,0
1,0,0,0,0,0,0,2023-11-07T05:53:45,0
1,0,0,0,0,0,0,2023-11-07T05:53:46,0
1,0,0,0,0,0,0,2023-11-07T05:53:47,0
1,0,0,1,0,780,0,2023-11-07T05:53:48,0
1,0,0,1,0,654,0,2023-11-07T05:53:49,0
1,0,0,0,0,0,0,2023-11-07T05:53:50,0
1,0,0,0,0,0,0,2023-11-07T05:53:51,0
1,0,0,0,0,0,0,2023-11-07T05:53:52,0
1,0,0,0,0,0,0,2023-11-07T05:53:53,0
1,0,0,0,0,0,0,2023-11-07T05:53:54,0
1,0,0,0,0,0,0,2023-11-07T05:53:55,0
1,0,0,1,0,217,0,2023-11-07T05:53:56,0
1,0,0,1,0,217,0,2023-11-07T05:53:57,0
1,0,0,2,0,1029,0,2023-11-07T05:53:58,0
1,0,0,1,0,217,0,2023-11-07T05:53:59,0
1,0,0,0,0,0,0,2023-11-07T05:54:00,0
