ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,0,0,0,0,2023-11-07T08:03:01,0
1,0,0,2,0,1220,0,2023-11-07T08:03:02,0
1,0,0,0,0,0,0,2023-11-07T08:03:03,0
1,0,0,0,0,0,0,2023-11-07T08:03:04,0
1,0,0,0,0,0,0,2023-11-07T08:03:05,0
1,0,0,0,0,0,0,2023-11-07T08:03:06,0
1,0,0,0,0,0,0,2023-11-07T08:03:07,0
1,0,0,0,0,0,0,2023-11-07T08:03:08,0
1,0,0,0,0,0,0,2023-11-07T08:03:09,0
1,0,0,1,0,571,0,2023-11-07T08:03:10,0
1,0,0,0,0,0,0,2023-11-07T08:03:11,0
1,0,0,2,0,1197,0,2023-11-07T08:03:12,0
1,0,0,2,0,1224,0,2023-11-07T08:03:13,0
1,0,0,0,0,0,0,2023-11-07T08:03:14,0
1,0,0,0,0,0,0,2023-11-07T08:03:15,0
1,0,0,0,0,0,0,2023-11-07T08:03:16,0
1,0,0,0,0,0,0,2023-11-07T08:03:17,0
1,0,0,0,0,0,0,2023-11-07T08:03:18,0
1,0,0,0,0,0,0,2023-11-07T08:03:19,0
1,0,0,0,0,0,0,2023-11-07T08:03:20,0
1,0,0,0,0,0,0,2023-11-07T08:03:21,0
1,0,0,0,0,0,0,2023-11-07T08:03:22,0
1,0,0,0,0,0,0,2023-11-07T08:03:23,0
1,0,0,0,0,0,0,2023-11-07T08:03:24,0
1,0,0,1,0,621,0,2023-11-07T08:03:25,0
1,0,0,3,0,1719,0,2023-11-07T08:03:26,0
1,0,0,2,0,1250,0,2023-11-07T08:03:27,0
1,0,0,4,0,2700,0,2023-11-07T08:03:28,0
1,0,0,2,0,1284,0,2023-11-07T08:03:29,0
1,0,0,1,0,621,0,2023-11-07T08:03:30,0
1,0,0,0,0,0,0,2023-11-07T08:03:31,0
1,0,0,8,0,4790,0,2023-11-07T08:03:32,0
1,0,0,5,0,3151,0,2023-11-07T08:03:33,0
1,0,0,2,0,1344,0,2023-11-07T08:03:34,0
1,0,0,1,0,621,0,2023-11-07T08:03:35,0
1,0,0,2,0,1315,0,2023-11-07T08:03:36,0
1,0,0,0,0,0,0,2023-11-07T08:03:37,0
1,0,0,0,0,0,0,2023-11-07T08:03:38,0
1,0,0,0,0,0,0,2023-11-07T08:03:39,0
1,0,0,0,0,0,0,2023-11-07T08:03:40,0
1,0,0,0,0,0,0,2023-11-07T08:03:41,0
1,0,0,0,0,0,0,2023-11-07T08:03:42,0
1,0,0,0,0,0,0,2023-11-07T08:03:43,0
1,0,0,0,0,0,0,2023-11-07T08:03:44,0
1,0,0,0,0,0,0,2023-11-07T08:03:45,0
1,0,0,6,0,3739,0,2023-11-07T08:03:46,0
1,0,0,0,0,0,0,2023-11-07T08:03:47,0
1,0,0,0,0,0,0,2023-11-07T08:03:48,0
1,0,0,0,0,0,0,2023-11-07T08:03:49,0
1,0,0,0,0,0,0,2023-11-07T08:03:50,0
1,0,0,0,0,0,0,2023-11-07T08:03:51,0
1,0,0,0,0,0,0,2023-11-07T08:03:52,0
1,0,0,1,0,635,0,2023-11-07T08:03:53,0
1,0,0,0,0,0,0,2023-11-07T08:03:54,0
1,0,0,1,0,903,0,2023-11-07T08:03:55,0
1,0,0,1,0,217,0,2023-11-07T08:03:56,0
1,0,0,1,0,217,0,2023-11-07T08:03:57,0
1,0,0,1,0,217,0,2023-11-07T08:03:58,0
1,0,0,1,0,217,0,2023-11-07T08:03:59,0
1,0,0,0,0,0,0,2023-11-07T08:04:00,0
