ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,0,0,0,0,2023-11-07T07:50:00,0
1,0,0,0,0,0,0,2023-11-07T07:50:35,0
1,0,0,1,0,667,0,2023-11-07T07:50:36,0
1,0,0,3,0,2483,0,2023-11-07T07:50:37,0
1,0,0,1,0,667,0,2023-11-07T07:50:38,0
1,0,0,0,0,0,0,2023-11-07T07:50:39,0
1,0,0,0,0,0,0,2023-11-07T07:50:40,0
1,0,0,1,0,335,0,2023-11-07T07:50:41,0
1,0,0,0,0,0,0,2023-11-07T07:50:42,0
1,0,0,0,0,0,0,2023-11-07T07:50:43,0
1,0,0,0,0,0,0,2023-11-07T07:50:44,0
1,0,0,0,0,0,0,2023-11-07T07:50:45,0
1,0,0,0,0,0,0,2023-11-07T07:50:46,0
1,0,0,0,0,0,0,2023-11-07T07:50:47,0
1,0,0,1,0,699,0,2023-11-07T07:50:48,0
1,0,0,1,0,763,0,2023-11-07T07:50:49,0
1,0,0,2,0,1462,0,2023-11-07T07:50:50,0
1,0,0,0,0,0,0,2023-11-07T07:50:51,0
1,0,0,0,0,0,0,2023-11-07T07:50:52,0
1,0,0,0,0,0,0,2023-11-07T07:50:53,0
1,0,0,0,0,0,0,2023-11-07T07:50:54,0
1,0,0,2,0,1462,0,2023-11-07T07:50:55,0
1,0,0,2,0,1398,0,2023-11-07T07:50:56,0
1,0,0,0,0,0,0,2023-11-07T07:50:57,0
1,0,0,0,0,0,0,2023-11-07T07:50:58,0
1,0,0,0,0,0,0,2023-11-07T07:50:59,0
1,0,0,0,0,0,0,2023-11-07T07:51:00,0
