ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,0,0,0,0,2023-11-08T04:05:00,0
1,0,0,1,0,335,0,2023-11-08T04:05:13,0
1,0,0,0,0,0,0,2023-11-08T04:05:14,0
1,0,0,0,0,0,0,2023-11-08T04:05:15,0
1,0,0,0,0,0,0,2023-11-08T04:05:16,0
1,0,0,0,0,0,0,2023-11-08T04:05:17,0
1,0,0,0,0,0,0,2023-11-08T04:05:18,0
1,0,0,0,0,0,0,2023-11-08T04:05:19,0
1,0,0,0,0,0,0,2023-11-08T04:05:20,0
1,0,0,0,0,0,0,2023-11-08T04:05:21,0
1,0,0,0,0,0,0,2023-11-08T04:05:22,0
1,0,0,0,0,0,0,2023-11-08T04:05:23,0
1,0,0,0,0,0,0,2023-11-08T04:05:24,0
1,0,0,0,0,0,0,2023-11-08T04:05:25,0
1,0,0,0,0,0,0,2023-11-08T04:05:26,0
1,0,0,0,0,0,0,2023-11-08T04:05:27,0
1,0,0,0,0,0,0,2023-11-08T04:05:28,0
1,0,0,0,0,0,0,2023-11-08T04:05:29,0
1,0,0,0,0,0,0,2023-11-08T04:05:30,0
1,0,0,0,0,0,0,2023-11-08T04:05:31,0
1,0,0,0,0,0,0,2023-11-08T04:05:32,0
1,0,0,0,0,0,0,2023-11-08T04:05:33,0
1,0,0,0,0,0,0,2023-11-08T04:05:34,0
1,0,0,0,0,0,0,2023-11-08T04:05:35,0
1,0,0,0,0,0,0,2023-11-08T04:05:36,0
1,0,0,0,0,0,0,2023-11-08T04:05:37,0
1,0,0,0,0,0,0,2023-11-08T04:05:38,0
1,0,0,0,0,0,0,2023-11-08T04:05:39,0
1,0,0,0,0,0,0,2023-11-08T04:05:40,0
1,0,0,1,0,217,0,2023-11-08T04:05:41,0
1,0,0,1,0,217,0,2023-11-08T04:05:42,0
1,0,0,1,0,217,0,2023-11-08T04:05:43,0
1,0,0,1,0,217,0,2023-11-08T04:05:44,0
1,0,0,0,0,0,0,2023-11-08T04:05:45,0
1,0,0,0,0,0,0,2023-11-08T04:05:46,0
1,0,0,0,0,0,0,2023-11-08T04:05:47,0
1,0,0,0,0,0,0,2023-11-08T04:05:48,0
1,0,0,0,0,0,0,2023-11-08T04:05:49,0
1,0,0,0,0,0,0,2023-11-08T04:05:50,0
1,0,0,0,0,0,0,2023-11-08T04:05:51,0
1,0,0,0,0,0,0,2023-11-08T04:05:52,0
1,0,0,0,0,0,0,2023-11-08T04:05:53,0
1,0,0,0,0,0,0,2023-11-08T04:05:54,0
1,0,0,0,0,0,0,2023-11-08T04:05:55,0
1,0,0,0,0,0,0,2023-11-08T04:05:56,0
1,0,0,0,0,0,0,2023-11-08T04:05:57,0
1,0,0,0,0,0,0,2023-11-08T04:05:58,0
1,0,0,0,0,0,0,2023-11-08T04:05:59,0
1,0,0,0,0,0,0,2023-11-08T04:06:00,0
