ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,0,0,0,0,2023-11-07T04:54:00,0
1,0,0,0,0,0,0,2023-11-07T04:54:18,0
1,0,0,0,0,0,0,2023-11-07T04:54:19,0
1,0,0,0,0,0,0,2023-11-07T04:54:20,0
1,0,0,0,0,0,0,2023-11-07T04:54:21,0
1,0,0,0,0,0,0,2023-11-07T04:54:22,0
1,0,0,0,0,0,0,2023-11-07T04:54:23,0
1,0,0,0,0,0,0,2023-11-07T04:54:24,0
1,0,0,0,0,0,0,2023-11-07T04:54:25,0
1,0,0,0,0,0,0,2023-11-07T04:54:26,0
1,0,0,0,0,0,0,2023-11-07T04:54:27,0
1,0,0,0,0,0,0,2023-11-07T04:54:28,0
1,0,0,0,0,0,0,2023-11-07T04:54:29,0
1,0,0,0,0,0,0,2023-11-07T04:54:30,0
1,0,0,4,0,4236,0,2023-11-07T04:54:31,0
1,0,0,10,0,9002,0,2023-11-07T04:54:32,0
1,0,0,1,0,908,0,2023-11-07T04:54:33,0
1,0,0,2,0,1199,0,2023-11-07T04:54:34,0
1,0,0,1,0,710,0,2023-11-07T04:54:35,0
1,0,0,3,0,2035,0,2023-11-07T04:54:36,0
1,0,0,0,0,0,0,2023-11-07T04:54:37,0
1,0,0,2,0,928,0,2023-11-07T04:54:38,0
1,0,0,3,0,1782,0,2023-11-07T04:54:39,0
1,0,0,1,0,594,0,2023-11-07T04:54:40,0
1,0,0,0,0,0,0,2023-11-07T04:54:41,0
1,0,0,1,0,1051,0,2023-11-07T04:54:42,0
1,0,0,0,0,0,0,2023-11-07T04:54:43,0
1,0,0,0,0,0,0,2023-11-07T04:54:44,0
1,0,0,0,0,0,0,2023-11-07T04:54:45,0
1,0,0,0,0,0,0,2023-11-07T04:54:46,0
1,0,0,0,0,0,0,2023-11-07T04:54:47,0
1,0,0,0,0,0,0,2023-11-07T04:54:48,0
1,0,0,0,0,0,0,2023-11-07T04:54:49,0
1,0,0,0,0,0,0,2023-11-07T04:54:50,0
1,0,0,0,0,0,0,2023-11-07T04:54:51,0
1,0,0,0,0,0,0,2023-11-07T04:54:52,0
1,0,0,0,0,0,0,2023-11-07T04:54:53,0
1,0,0,0,0,0,0,2023-11-07T04:54:54,0
1,0,0,0,0,0,0,2023-11-07T04:54:55,0
1,0,0,0,0,0,0,2023-11-07T04:54:56,0
1,0,0,0,0,0,0,2023-11-07T04:54:57,0
1,0,0,0,0,0,0,2023-11-07T04:54:58,0
1,0,0,0,0,0,0,2023-11-07T04:54:59,0
1,0,0,0,0,0,0,2023-11-07T04:55:00,0
