ps_id,rst_client,rst_server,rx_count,tx_count,rx_size,tx_size,time,throughput
1,0,0,0,0,0,0,2023-11-07T07:48:00,0
1,0,0,0,0,0,0,2023-11-07T07:48:07,0
1,0,0,0,0,0,0,2023-11-07T07:48:08,0
1,0,0,0,0,0,0,2023-11-07T07:48:09,0
1,0,0,0,0,0,0,2023-11-07T07:48:10,0
1,0,0,1,0,665,0,2023-11-07T07:48:11,0
1,0,0,1,0,588,0,2023-11-07T07:48:12,0
1,0,0,1,0,667,0,2023-11-07T07:48:13,0
1,0,0,1,0,731,0,2023-11-07T07:48:14,0
1,0,0,2,0,1462,0,2023-11-07T07:48:15,0
1,0,0,0,0,0,0,2023-11-07T07:48:16,0
1,0,0,1,0,342,0,2023-11-07T07:48:17,0
1,0,0,0,0,0,0,2023-11-07T07:48:18,0
1,0,0,0,0,0,0,2023-11-07T07:48:19,0
1,0,0,0,0,0,0,2023-11-07T07:48:20,0
1,0,0,0,0,0,0,2023-11-07T07:48:21,0
1,0,0,0,0,0,0,2023-11-07T07:48:22,0
1,0,0,0,0,0,0,2023-11-07T07:48:23,0
1,0,0,0,0,0,0,2023-11-07T07:48:24,0
1,0,0,0,0,0,0,2023-11-07T07:48:25,0
1,0,0,0,0,0,0,2023-11-07T07:48:26,0
1,0,0,0,0,0,0,2023-11-07T07:48:27,0
1,0,0,0,0,0,0,2023-11-07T07:48:28,0
1,0,0,0,0,0,0,2023-11-07T07:48:29,0
1,0,0,0,0,0,0,2023-11-07T07:48:30,0
1,0,0,0,0,0,0,2023-11-07T07:48:31,0
1,0,0,1,0,335,0,2023-11-07T07:48:32,0
1,0,0,0,0,0,0,2023-11-07T07:48:33,0
1,0,0,0,0,0,0,2023-11-07T07:48:34,0
1,0,0,0,0,0,0,2023-11-07T07:48:35,0
1,0,0,0,0,0,0,2023-11-07T07:48:36,0
1,0,0,0,0,0,0,2023-11-07T07:48:37,0
1,0,0,0,0,0,0,2023-11-07T07:48:38,0
1,0,0,0,0,0,0,2023-11-07T07:48:39,0
1,0,0,0,0,0,0,2023-11-07T07:48:40,0
1,0,0,0,0,0,0,2023-11-07T07:48:41,0
1,0,0,0,0,0,0,2023-11-07T07:48:42,0
1,0,0,0,0,0,0,2023-11-07T07:48:43,0
1,0,0,0,0,0,0,2023-11-07T07:48:44,0
1,0,0,0,0,0,0,2023-11-07T07:48:45,0
1,0,0,0,0,0,0,2023-11-07T07:48:46,0
1,0,0,0,0,0,0,2023-11-07T07:48:47,0
1,0,0,0,0,0,0,2023-11-07T07:48:48,0
1,0,0,0,0,0,0,2023-11-07T07:48:49,0
1,0,0,0,0,0,0,2023-11-07T07:48:50,0
1,0,0,0,0,0,0,2023-11-07T07:48:51,0
1,0,0,0,0,0,0,2023-11-07T07:48:52,0
1,0,0,0,0,0,0,2023-11-07T07:48:53,0
1,0,0,0,0,0,0,2023-11-07T07:48:54,0
1,0,0,3,0,2731,0,2023-11-07T07:48:55,0
1,0,0,10,0,9008,0,2023-11-07T07:48:56,0
1,0,0,4,0,3133,0,2023-11-07T07:48:57,0
1,0,0,3,0,2245,0,2023-11-07T07:48:58,0
1,0,0,2,0,1494,0,2023-11-07T07:48:59,0
1,0,0,0,0,0,0,2023-11-07T07:49:00,0
